competitor_name,domain,campus_id,campus,state,course_code,competitor_type,model_cluster,intro_accounting_supported,campus_specific,course_specific_site,professor_specific,sponsored,pricing_model,price,free_trial,free_content,practice_exams,exam_reviews,video_content,live_reviews,one_on_one,study_guides,subscription,other_offerings,query_families,source_url,retrieved_at,confidence
Knack,joinknack.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,school_acct_tutoring; course_tutoring; fin_acct_tutoring; ad_probe_course_tutoring,https://auburn.joinknack.com/,2026-08-25T18:43:41.678Z,high
UniversityTutor,universitytutor.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://auburn.universitytutor.com/auburn_accounting-tutoring,2026-08-25T18:43:41.678Z,high
Wyzant,wyzant.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://www.wyzant.com/Auburn_AL_tutors.aspx,2026-08-25T18:43:41.678Z,high
TutorSelect,tutorselect.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; paid_tutoring,https://www.tutorselect.com/find/auburn_university_al/tutors,2026-08-25T18:43:41.678Z,high
Quizlet,quizlet.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,,,,school_exam_review; school_study_guide; course_exam_review; school_exam_prep; school_practice_exam; course_practice_exam,https://quizlet.com/311034394/acct-2110-auburn-exam-1-flash-cards/,2026-08-25T18:43:41.678Z,high
Stuvia,stuvia.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_exam_review; school_study_guide; course_exam_review; school_exam_prep; school_practice_exam; course_practice_exam,https://www.stuvia.com/en-us/doc/11613723/acct-2110-exam-1-auburn-university-practice-questions-study-guide-en-accounting-exam-review-2026,2026-08-25T18:43:41.678Z,high
Docsity,docsity.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_review; school_exam_prep; school_practice_exam,https://www.docsity.com/en/docs/acct-2810-fundamentals-of-accounting-exam-1-2025-2026-verified-questions-and-answers/13355454/,2026-08-25T18:43:41.678Z,medium
Course Hero,coursehero.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; course_exam_review; school_exam_prep; course_practice_exam,https://www.coursehero.com/sitemap/schools/116-Auburn-University/courses/337098-ACCT2210/,2026-08-25T18:43:41.678Z,high
cfmnetwork.com,cfmnetwork.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://auburnpub.cfmnetwork.com/B.aspx?BookId=12295&PageId=460701,2026-08-25T18:43:41.678Z,medium
acct2110.com,acct2110.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Chapter 1 is free.,,YES,,YES,,,,,,course_tutoring; course_exam_review; course_practice_exam; ad_probe_course_acct; ad_probe_course_tutoring,https://acct2110.com/,2026-08-25T18:43:41.678Z,high
bapcsusb.org,bapcsusb.org,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring; ad_probe_course_tutoring,https://www.bapcsusb.org/about-2,2026-08-25T18:43:41.678Z,low
StudySoup,studysoup.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,YES,,,,YES,,,school_study_guide; course_exam_review; school_exam_prep; course_practice_exam,https://studysoup.com/note/52011/au-acct-2110-week-1-summer-2015-sarah-pugh,2026-08-25T18:43:41.678Z,medium
Studocu,studocu.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,course_exam_review; school_practice_exam; course_practice_exam,https://www.studocu.com/en-us/document/auburn-university/principles-of-financial-accounting/exam-2-study-guide-2110-acct-2110/39060090,2026-08-25T18:43:41.678Z,high
CliffsNotes,cliffsnotes.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review; school_practice_exam; course_practice_exam,https://www.cliffsnotes.com/study-notes/34386054,2026-08-25T18:43:41.678Z,high
wrbl.com,wrbl.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_review_videos,https://www.wrbl.com/news/auburn-university-accounting-professor-says-there-are-covid-19-tax-issues-this-year/,2026-08-25T18:43:41.678Z,medium
Wize Prep,wizeprep.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,subscription,,Start Free Trial,YES,YES,YES,YES,,YES,YES,,,course_practice_exam,https://www.wizeprep.com/courses/Acct2110-university-of-new-mexico-main-campus,2026-08-25T18:43:41.678Z,high
Skoolers Tutoring,skoolerstutoring.com,e330e87c-5467-4c05-9d3d-6cd2398de036,Auburn University,AL,ACCT 2110,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,one-time,$75 per hour; $75 per three hours,,,,,,,YES,,,,ad_probe_course_tutoring,https://www.skoolerstutoring.com/courses/AU/ACCT2110,2026-08-25T18:43:41.678Z,high
Wyzant,wyzant.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; course_tutoring; fin_acct_tutoring; paid_tutoring,https://www.wyzant.com/Houston_accounting_tutors.aspx,2026-08-25T18:43:41.751Z,high
FrogTutoring,frogtutoring.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/university-of-houston--victoria/accounting,2026-08-25T18:43:41.751Z,high
wiingy.com,wiingy.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_acct_tutoring; paid_tutoring; school_exam_prep,https://wiingy.com/accounting-tutor/houston-tx/,2026-08-25T18:43:41.751Z,medium
acct2301.com,acct2301.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,YES,NO,unknown,,The first video of Chapter 1 is available to view for free.,,YES,,YES,,,,,,course_tutoring; course_exam_review; course_practice_exam; ad_probe_course_acct; ad_probe_course_tutoring,https://acct2301.com/,2026-08-25T18:43:41.751Z,high
atmtutoring.com,atmtutoring.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.atmtutoring.com/,2026-08-25T18:43:41.751Z,low
campuslabs.com,campuslabs.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,free,,"Free bootcamp for UNT accounting students, includes complimentary breakfast and Chick-fil-A lunch.",,,YES,,YES,YES,,,,course_tutoring,https://uttyler.campuslabs.com/engage/event/10229558,2026-08-25T18:43:41.751Z,low
Knack,joinknack.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,LIKELY,YES,NO,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,fin_acct_tutoring,https://app.joinknack.com/user/u_01k3xtam83m0jsxwx9842jwksf,2026-08-25T18:43:41.751Z,high
Quizlet,quizlet.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review; course_practice_exam,https://quizlet.com/227939357/accounting-2301-exam-1-flash-cards/,2026-08-25T18:43:41.751Z,high
Studocu,studocu.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,,,,course_exam_review; school_practice_exam; course_practice_exam,https://www.studocu.com/en-us/course/the-university-of-texas-at-dallas/introductory-financial-accounting/2616471,2026-08-25T18:43:41.751Z,high
CliffsNotes,cliffsnotes.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review; course_practice_exam,https://www.cliffsnotes.com/study-notes/24273316,2026-08-25T18:43:41.751Z,high
Course Hero,coursehero.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,YES,,,,,,,,course_exam_review; school_exam_prep; school_practice_exam; course_practice_exam,https://www.coursehero.com/file/14203752/Accounting-2301-Exam-1-Review/,2026-08-25T18:43:41.751Z,high
acct2331.com,acct2331.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,COURSE_SPECIFIC_SITE,COURSE_SPECIFIC_TUTORING_PLATFORM,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Chapter 1 is free to view,,,,YES,,YES,,,,school_review_videos,https://acct2331.com/,2026-08-25T18:43:41.751Z,high
beenews.com,beenews.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,unknown,,,,,YES,,,,YES,,,course_practice_exam,https://beeclassifieds.beenews.com/info/2TW/107/DgiEOC/Acct2301Exam1,2026-08-25T18:43:41.751Z,medium
acct2300.com,acct2300.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Chapter 1 is free to view.,,YES,,YES,,,,,,ad_probe_course_tutoring,https://acct2300.com/,2026-08-25T18:43:41.751Z,high
tutoringprof.com,tutoringprof.com,9aad4852-d3b1-4091-8157-acf427d8c88a,University of Houston,TX,ACCT 2301,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,unknown,,,,,,,,YES,,,,ad_probe_course_tutoring,https://www.tutoringprof.com/college-accounting,2026-08-25T18:43:41.751Z,low
insighttutoring.online,insighttutoring.online,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,LOCAL_CAMPUS_TUTORING,INDIVIDUAL_TUTOR_SCALED,YES,YES,NO,UNKNOWN,NO,one-time,$60; $50; $70; $25 each,,,,YES,,YES,YES,YES,,,school_acct_tutoring; course_tutoring; fin_acct_tutoring; paid_tutoring,https://www.insighttutoring.online/accounting-2-tutoring-uark,2026-08-25T18:43:41.752Z,medium
thrivetutoringnwa.org,thrivetutoringnwa.org,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; course_tutoring; fin_acct_tutoring,https://www.thrivetutoringnwa.org/,2026-08-25T18:43:41.752Z,low
Superprof,superprof.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; paid_tutoring; ad_probe_course_tutoring,https://www.superprof.com/graduate-the-university-arkansas-and-licensed-cpa-can-help-you-understand-your-accounting-classes-and-give-real-life.html,2026-08-25T18:43:41.752Z,high
Quizlet,quizlet.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_exam_review; school_study_guide; course_exam_review; school_exam_prep; school_practice_exam; course_practice_exam; ad_probe_course_acct,https://quizlet.com/188853210/university-of-arkansas-accounting-exam-1-flash-cards/,2026-08-25T18:43:41.752Z,high
Course Hero,coursehero.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_exam_review; course_exam_review; school_practice_exam; course_practice_exam,https://www.coursehero.com/sitemap/schools/190-University-of-Arkansas/courses/1419575-ACCT1/,2026-08-25T18:43:41.752Z,high
acct2013msu.com,acct2013msu.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,YES,NO,subscription,,First video of Chapter 1 is free,,YES,,YES,,YES,,,,course_tutoring; course_practice_exam; ad_probe_course_acct; ad_probe_course_tutoring,https://acct2013msu.com/,2026-08-25T18:43:41.752Z,high
Wize Prep,wizeprep.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,subscription,,Start Free Trial,YES,YES,YES,YES,,YES,YES,,,course_tutoring; course_exam_review; course_practice_exam; ad_probe_course_acct,https://www.wizeprep.com/courses/Acct2013-university-of-arkansas-at-fayetteville,2026-08-25T18:43:41.752Z,high
Varsity Tutors,varsitytutors.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,fin_acct_tutoring,https://www.varsitytutors.com/t/university/university-of-arkansas,2026-08-25T18:43:41.752Z,high
StudySoup,studysoup.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_study_guide,https://studysoup.com/school/673/university-of-arkansas,2026-08-25T18:43:41.752Z,high
Studocu,studocu.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,course_exam_review; school_practice_exam; course_practice_exam,https://www.studocu.com/en-us/document/university-of-arkansas/accounting-principles/acct-2013-mcgraw-hill-homework/84069833,2026-08-25T18:43:41.752Z,high
rcsoup.com,rcsoup.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review; course_practice_exam,https://www.rcsoup.com/campaign/acct-2013-practice-set-problem,2026-08-25T18:43:41.752Z,medium
journalofaccountancy.com,journalofaccountancy.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_prep; school_practice_exam,https://www.journalofaccountancy.com/newsletters/academic-update/how-colleges-inspire-students-to-pass-the-cpa-exam/,2026-08-25T18:43:41.752Z,low
CliffsNotes,cliffsnotes.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,YES,,,,,,,,course_practice_exam,https://www.cliffsnotes.com/study-notes/29015181,2026-08-25T18:43:41.752Z,medium
TutorSelect,tutorselect.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,ad_probe_course_tutoring,https://www.tutorselect.com/find/accounting/tutors,2026-08-25T18:43:41.752Z,medium
bloomingtontutors.com,bloomingtontutors.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,ad_probe_course_tutoring,https://bloomingtontutors.com/courses/accounting,2026-08-25T18:43:41.752Z,low
The Princeton Review,princetonreview.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,ad_probe_course_tutoring,https://www.princetonreview.com/academic-tutoring/tutor/raven%20o--9752411,2026-08-25T18:43:41.752Z,medium
repec.org,repec.org,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,ad_probe_course_tutoring,https://ideas.repec.org/a/eee/joaced/v27y2009i1p30-39.html,2026-08-25T18:43:41.752Z,low
graduatetutor.com,graduatetutor.com,e631c8de-37a3-4aae-a948-a64bd20ea4c5,University of Arkansas,AR,ACCT 2013,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,YES,NO,unknown,,,,,,,YES,YES,,,,ad_probe_course_tutoring,https://www.graduatetutor.com/accounting-tutor/,2026-08-25T18:43:41.752Z,low
Wyzant,wyzant.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://www.wyzant.com/Florida_International_University_Miami_FL_accounting_tutors.aspx,2026-08-25T18:43:42.142Z,high
FrogTutoring,frogtutoring.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/florida-international-university,2026-08-25T18:43:42.142Z,high
acg2021fiu.com,acg2021fiu.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Chapter 1 is free.,,YES,,YES,,YES,,,,school_acct_tutoring; course_tutoring; paid_tutoring; ad_probe_course_tutoring,https://acg2021fiu.com/,2026-08-25T18:43:42.142Z,high
The Princeton Review,princetonreview.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://www.princetonreview.com/college/florida-international-university-1023626,2026-08-25T18:43:42.142Z,high
UniversityTutor,universitytutor.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://gainesville.universitytutor.com/tutors/615393,2026-08-25T18:43:42.142Z,medium
Varsity Tutors,varsitytutors.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,fin_acct_tutoring,https://www.varsitytutors.com/t/university/florida-international-university,2026-08-25T18:43:42.142Z,high
internationalstudent.com,internationalstudent.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,free,,The website offers a free newsletter and all presented content appears to be freely accessible information.,,,,,,,YES,,,school_study_guide,https://www.internationalstudent.com/study-accounting/what-to-expect-when-studying-accounting/,2026-08-25T18:43:42.142Z,medium
Stuvia,stuvia.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_study_guide; school_exam_prep,https://www.stuvia.com/en-us/search?page\u003d4\u0026s\u003dacg5026,2026-08-25T18:43:42.142Z,high
Knack,joinknack.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,paid_tutoring,https://app.joinknack.com/sponsorship/U3BvbnNvcnNoaXBUeXBlOnc1azdxNQ==/STUDENT,2026-08-25T18:43:42.142Z,high
Course Hero,coursehero.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_prep; school_practice_exam,https://www.coursehero.com/sitemap/schools/502-Florida-International-University/courses/931746-ACG4101/,2026-08-25T18:43:42.142Z,high
Studocu,studocu.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,YES,,,,,,,,school_practice_exam; course_practice_exam,https://www.studocu.com/en-us/document/florida-international-university/intermediate-financial-accounting/acg4101-intermediate-financial-accounting-fiu-practice-test-2026/160870367,2026-08-25T18:43:42.142Z,high
Quizlet,quizlet.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_practice_exam,https://quizlet.com/23675911/acg-2021-exam-1-flash-cards/,2026-08-25T18:43:42.142Z,high
Scribd,scribd.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_practice_exam,https://www.scribd.com/presentation/925656851/ACG-2021-Exam-1-Review-Session,2026-08-25T18:43:42.142Z,high
CliffsNotes,cliffsnotes.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_practice_exam,https://www.cliffsnotes.com/study-notes/29087523,2026-08-25T18:43:42.142Z,high
theatomicburger.com,theatomicburger.com,a20b5f96-7a39-4a87-8fc8-30a577bac114,Florida International University,FL,ACG 2021,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,free,,Free Access to document resources,,YES,YES,,,,YES,,,course_practice_exam,https://mail.theatomicburger.com/manual/yi9DlE8AD271/Acg-2021-Exam-1,2026-08-25T18:43:42.142Z,medium
